리뷰일,앱 이름,별점,사용자 리뷰,회사 응답
2025-10-25,토스,1.0,토스앱은좋았으나 제가이번에폰을바꿔서 뭘잘못설정했나하고들어와봤는데 광고쟁이로 업데이트가된거였네요 만보기 복권긁을때 광고떠서 완전짜증납니다 이제토스 안하고싶네요. 광고에서벗어나고싶습니다 제발 동의를얻고좀!!!!!!!!,"안녕하세요. 크롱크롱 님, 토스팀입니다. 먼저 서비스 이용에 불편을 드렸다면 대단히 죄송합니다. 광고의 경우 토스와 제휴 된 다양한 제휴사를 통해 서비스를 제공해 드리고 있는 특성 상 앱 내 일부 공간에서 광고가 노출될 수 있습니다. 송금/결제/혜택 등을 무료로 제공해드리고 있는 만큼, 보다 많은 고객님들께 지속 가능한 서비스 제공을 위해 시행되는 내용인 점 너그럽게 양해 부탁 드립니다. 말씀 주신 소중한 의견 결코 흘려 듣지 않고 내부적으로 공유하여 향후 서비스 운영에 충분히 참고할 수 있도록 하겠습니다. 감사합니다."
2025-10-25,토스,1.0,다른 곳은 다 배당금 들어왔다는데 토스는 왜 배당금이 늦게 들어오는지?,"안녕하세요. 달팽이 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,배당금 늦게 준다,"안녕하세요. 보리봉봉 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,토스증권으로 주식하는데 배당금 지급이 너무 늦네요 이러면 토스증권 못씁니다,"안녕하세요. 마공냥 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,토스 포인트 적립 광고보고나서 얻는데 안싸이고 그대로네요 방금도 주말 저녁 5포인트 + 5포인트 추가 적립되어야 되는데 안쌓이고 고대로 있습니다. 토스 잘 사용 하다가 막상 짜잘한 오류 때문에 식상하네요,"안녕하세요. 자유로운영혼 님, 토스팀입니다. 먼저 서비스 이용에 불편을 드렸다면 대단히 죄송합니다. 다만 현재 문의주신 내용으로는 어떠한 어려움을 겪고 계신지 확인이 어려워 번거로우시겠지만 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,5.0,빗썸도 자산에 추가하여 연동할수있게 해주세요,"안녕하세요. 전순모 님, 토스팀입니다. 토스를 이용하시면서 느끼신 소중한 의견을 주셔서 감사합니다. 반영될 수 있다 확답 드리기는 어려우나, 고객님께서 말씀해주신 내용은 팀내에 공유하여 보다 편리한 토스 사용 경험을 하실 수 있도록 노력 하겠습니다. 다른 문의 사항이 있다면 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-25,토스,1.0,다른 증권사 배당금 다들어오는데 토스일안하는지.돈안들어와요 나중에.먹튀당하지마시고 다른 증권사 쓰시길;; 고객 가지고 노는거임 이건...불만이많아요 토스쓰시는.분들...,"안녕하세요. 파파랭이로리 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,토스증권 하지마세요 수수료만 비싸고 다른곳 배당 다들어왔는데 토스만 안들어옵니다. 그렇다고 언제들어온다 설명도 없습니다. 최악이네요,"안녕하세요. 김슬기 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,왜 업그레이드가 안돼노,"안녕하세요. 오동규 님, 토스팀입니다.기기에 캐시 및 데이터가 많아 앱 설치/업데이트가 원활하지 않을 수 있습니다. 다음 방법을 시도해주시면 감사하겠습니다. [휴대폰 기기 내 설정 - 애플리케이션 - Google Play스토어 - 저장공간 - 캐시 및 데이터 삭제]. 캐시 및 데이터 삭제 후에도 설치/업데이트가 진행되지 않는다면 구글 플레이스토어 고객센터로 문의 부탁 드립니다. 토스 서비스 관련하여 자세한 상담이 필요하다면 24시간 운영되는 카카오톡(@toss) 또는 고객센터(1599-4905)로 문의 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,잘쓰다가 이번 업데이트 얼굴인증 뭐 토스켤때 나오는거도 개극혐이고 왜 예전처럼 딱 홈화면만 나오게는 못하는건가요??,"안녕하세요. dongsu kang 님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-25,토스,1.0,아니 토스 만보기 3 일 내내 9천 6천씩은 걸었는데 왜 들어가서 적립하려고 하면 0 걸음으로 변경되는거죠..???????????,"안녕하세요. NR 님, 토스 고객센터입니다. 토스 서비스 이용에 불편을 드려 죄송합니다. 아래 방법대로 진행 부탁드립니다. ① 휴대폰 재부팅 최소 3회 이후 걸음수 측정 확인해 보기 ② 스마트폰 기기의 설정-[애플리케이션] -[토스] - [배터리] - [제한 없음] ③ 스마트폰 기기의 설정 - [앱] - [토스] -[모바일 데이터] - [백그라운드 데이터 사용 허용] ④ 스마트폰 기기의 [설정] - [배터리 및 디바이스 케어] - [자동 최적화] 관련하여 자세한 상담이 필요하시거나 다른 문의사항이 있으시다면 24시간 운영되는 카카오톡(@toss) 또는 고객센터(1599-4905)로 문의 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,얼굴결제 자랑하는게 앱 켤때 스플래시 화면으로 사용자 시간을 몇초씩 뺏어가야 할 일인가요? 진짜 잘한다 잘한다 하니까 선을 모르네,"안녕하세요. 갸랑갸랑 님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-25,토스,1.0,"형편없는 신분증 촬영, 인식 기능에 질려서 탈퇴합니다. 동일조건에서 하나은행이나 국민은행 앱은 잘만 되는데 여기는 왜 이러나요","안녕하세요. DongHyun Lim 님, 토스팀입니다. 먼저 서비스 이용에 불편을 드렸다면 대단히 죄송합니다. 다만 현재 문의주신 내용으로는 어떠한 어려움을 겪고 계신지 확인이 어려워 번거로우시겠지만 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,4.0,질문이 있습니다 현금 출금 가능해요?,"안녕하세요. 박주성 님, 토스팀입니다. 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905 로 편하실 때 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,"일드맥스 ulty등 일드맥스의 배당금 지급이 너무 늦습니다. 주배당임에도 불구하고 토스는 해당 주에 배당금을 지급하지않습니다. 투자 계획에 차질을 생깁니다. 다른 증권사는 진작에 지급 완료했는데, 토스는 왜이렇게 배당금 지급이 늦는것인가요? 토스의 수수료가 비싼만큼 배당금 지급 지연 문제는 조속히 해결했으면 합니다. 신뢰성 깨집니다.","안녕하세요. 나그네 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,3.0,배당금이늦다,"안녕하세요. 한써머 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,4.0,혹시 카드는 언제 도착하나요??,"안녕하세요. PHINA SAGN 님, 토스팀입니다.남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905 로 편하실 때 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-25,토스,1.0,복권 2원 3원 5원 만 나오는 광고 주작사기 ㅤㅤ답글 복붙만 하고 고칠생각은 없나보네요 7일 방문은 1원이 고정인가요? 1원나오는거 2번 봤는데,"안녕하세요. Wings of fallen darkness 님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-24,토스,5.0,토스로 대출 받기 정말 편리해요 감사합니다 ^^ 저는 아이폰으로 대출 받았어요. 쿠팡에서 아이폰17pro 구매가능 합니다 인천에서 가장 아름다운 아파트 학익루미엘 가좌두산위브 부평엘크루 구경오세요 ^^ 인스파이어리조트 쿠팡 배민 봄봄한식뷔페 고기싸롱 현대오일뱅크 애터미도 많은 사랑 부탁드립니다 감사합니다 ^^ 여러분 힘내세요^^ 화이팅 사랑합니다 ❤️,회사응답 없음
2025-10-24,토스,1.0,배당금 늦게주기로 소문난 앱 토스야 고객돈가지고 돈놀이하다가 골로갈래 배당금 제날짜에 줘라,"안녕하세요. 임보연 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,"저는 오래전부터 토스 행운복권에 참여해 왔는데, 수년 동안 반복적으로 가장 낮은 금액(2원, 3원)만 당첨되는 현상을 겪고 있어 개선을 건의 드리고자 합니다. 큰 금액을 기대하기보다는 소소한 재미로 참여하고 있지만, 매년 참여할 때마다 반복적으로 '무난 2원', '보통 3원'과 같은 최저 금액만 나오는 빈도가 너무 높아 서비스 이용에 실망감이 큽니다. 당첨금 노출이 특정 낮은 금액에만 심하게 편중되어 있는 것 같은 느낌을 받았습니다. [건의 사항] 행운복권의 당첨금 분포 시스템을 점검하시어, 4원, 5원, 6원 이상의 금액도 지금보다는 좀 더 공평하고 다양한 빈도로 받을 수 있도록 개선해 주시기를 요청드립니다. 사용자들이 '최저 금액'만 반복적으로 받지 않고, 서비스의 이름처럼 보통이 아닌 행복한 행운과 즐거움을 느낄 수 있도록 긍정적인 검토를 부탁드립니다. 감사합니다.","안녕하세요. 윤수빈 님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-24,토스,1.0,배당금늦게줍니다.토스증권이용하지마세요.,"안녕하세요. 유승건 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,배당금 지연 밥말아먹듯 일삼는 개토스 미래에셋 삼성 다 입금되었는데 지연이자 포함 입금시켜라,"안녕하세요. 이정훈 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,3.0,고양이키우고에서 들어가 매일미션 하게되면 그뒤로 나오질 못해요....다시 껐다 켜야함 그것좀 고쳐주세요,"안녕하세요. 박민주 님, 토스팀입니다. 토스 앱 사용이 원활하지 않으시다면 아래의 경로로 캐시 삭제 및 휴대폰 재부팅 진행 가능하실까요? 1. [Android 설정 &gt; 애플리케이션 &gt; 토스 &gt; 저장공간 &gt; 캐시 삭제] 2. [Android 설정 &gt; 애플리케이션 &gt; Android System WebView &gt; 저장 공간 &gt; 캐시 삭제] 위 안내드린 두가지 방법으로 진행 이후 휴대전화 단말기를 재부팅하여 정상 이용이 가능한지 확인해주시기 바라며, 지속 동일하게 이용이 어려우시다면 정확한 확인을 위해 24시간 운영되는 토스고객센터 1599-4905 혹은 카카오톡(@toss) 로 문의 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,"이자 놀이를 하는지, 줘야 할 배당금을 한참이나 늦게 주고, 그에 대한 그 어떤 후속 조치와 사과도 안한 채 배짱 부리며 계속 반복함. 다른 증권사는 다 주는데 토스증권만 가장 늦게 받은 게 대체 몇 번 째인지 모르겠음. 오늘 백만원 있는 것과 내일 있는 것의 경제적 차이를 아는 사람이라면, 이해할 것임.","안녕하세요. Nolan 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,5.0,진짜 배당금 제일늦게 줍니다. 너무심해요 이자장사도 적당히해야지,"안녕하세요. 곽권율 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,배당금 제일 늦게 주는 증권 앱임.,"안녕하세요. 마요너구리 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,배당금 너무 늦게줌,"안녕하세요. 유정민 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,3.0,만보기 안쓸건데 자꾸 권한허용하라고 알림뜨네요,"안녕하세요. E S님, 토스팀입니다. 기기 설정 → 알림 → 고급 설정 → 앱별 알림 카테고리 관리 OFF로 진행 부탁드립니다. 토스를 이용하시면서 불편하셨던 점이 있다면 토스의 개선을 위해 24시간 운영되는 토스 고객센터 전화 1599-4905 혹은 카카오톡(@toss)로 문의 부탁드립니다. 더욱 좋은 서비스를 제공할 수 있도록 고객님의 소중한 의견을 24시간 듣고 있습니다. 감사합니다."
2025-10-24,토스,1.0,고양이 키우기 시료랑 간식 지 맘대로 다 사라짐 쓰래기 어플,"안녕하세요. W B 님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-24,토스,2.0,다른 모든 건 다 만족합니다. 그런데 딱 하나. 쿠팡에서 '최저가 찾기' 이건 대체 왜 이 모양입니까? 아예 찾으라는 상품 자체가 안 나오는 건 일상다반사고 예시이미지와 동일한 상품을 찾아도 아니라고 뜨고 심지어 상품명과 예시이미지가 모두 동일한. 즉 누가 봐도 해당 상품을 찾았는데 찾고 계신 상품과 다르다고 뜰 때도 많습니다. 몇 번의 업데이트를 하시는대로 최저가 찾기는 개선의 여지가 없으시니 안타깝습니다. 제발 최저가 찾기 그거 제가 앞서 말씀드린 저 오류들 고쳐 좀 주시고 어려우시다면 실패한 미션 같으니 차라리 없애시는 게 나을 것 같습니다.,"안녕하세요. Mark John님, 토스팀입니다. 만족스러운 서비스를 제공하기 위해 노력하였으나, 이용에 불편을 드린 것 같아 마음이 무겁습니다. 불편 느끼신 부분은 담당부서로 전달 드릴 예정이오며, 보다 만족스러운 서비스 제공할 수 있도록 노력하겠습니다. 다른 문의사항 있으실 경우 24시간 운영되는 카카오톡(@toss) 또는 토스 고객센터 1599-4905로 문의 부탁드립니다. 감사합니다."
2025-10-24,토스,4.0,일드맥스 fiat 투자자인데 배당금이 항상 늦어요.. 다른애들은 금요일에 주면서 금요일 배당지급일이면 당일날 안주는거 그렇다쳐도 주말이라 겹쳐서 안주는것도 좀 화나는디 월요일에 또 일찍 주는것도 아님 화요일에줌.. 그럼 일주일 주배당인데 배당락빠질때 드가야하는데 드가지도 못함.. 다른 주식은 또 빨리줌.. 그리고 다른 증권사 앱은 항상 빨리 배당입금됨.. ui가 편한거 말고는 장점이 없음.. (오늘 금요일 들어와서 수정할게요 4점으로 ㅎㅎ),"안녕하세요. 손형석 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,업데이트가 어려워요,"안녕하세요. 서종미 님, 토스팀입니다.기기에 캐시 및 데이터가 많아 앱 설치/업데이트가 원활하지 않을 수 있습니다. 다음 방법을 시도해주시면 감사하겠습니다. [휴대폰 기기 내 설정 - 애플리케이션 - Google Play스토어 - 저장공간 - 캐시 및 데이터 삭제]. 캐시 및 데이터 삭제 후에도 설치/업데이트가 진행되지 않는다면 구글 플레이스토어 고객센터로 문의 부탁 드립니다. 토스 서비스 관련하여 자세한 상담이 필요하다면 24시간 운영되는 카카오톡(@toss) 또는 고객센터(1599-4905)로 문의 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,왜 사기꾼 앱이 되어버림?? 환급금 없는데 있다고 구리차고 돈을 자연스럽게 받아가려 하네,"안녕하세요. 이성민 님, 토스팀입니다.남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905 로 편하실 때 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,게임광고 지멋대로 뜨고 뒤로가기 왜 안됨!!!!!! 진짜 개짜증남 계속 이러면 어플 삭제,"안녕하세요. 다정다영 님, 토스팀입니다.먼저 토스를 이용하시면서 느낀 소중한 의견 전달 감사합니다. 다만 남겨주신 내용만으로 정확한 확인이 어려워, 보다 자세한 상담을 위해 번거로우시더라도 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905로 편하실 때 언제든 문의 부탁 드립니다. 소중한 시간 내어 작성해주셨으나 즉시 도움 드리지 못해 죄송합니다. 감사합니다."
2025-10-24,토스,1.0,토스만보기 혜택인 복권을 긁을때 정상적으로 광고가 꺼지지 않고 계속 커지는게 버그 아닌가요?,"안녕하세요. J park 님, 토스팀입니다.남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905 로 편하실 때 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,4.0,삼성카드 결제계좌가 새마을금고인데 자꾸 토스뱅크로 떠요,"안녕하세요. yeonkyu choi 님, 토스팀입니다.먼저 토스를 이용해주셔서 감사합니다. 토스 앱 내 납부 계좌 변경 방법을 안내드립니다. 앞으로 낼 카드 값 → 카드 선택 → 등록된 납부 계좌 길게 누름(롱 프레스) → 납부 계좌 변경 가능한 계좌가 노출이 됩니다. 토스를 이용하시면서 불편하셨던 점이 있다면 토스의 개선을 위해 24시간 운영되는 토스 고객센터 전화 1599-4905 혹은 카카오톡(@toss)로 문의 부탁드립니다. 더욱 좋은 서비스를 제공할 수 있도록 고객님의 소중한 의견을 24시간 듣고 있습니다. 감사합니다."
2025-10-24,토스,1.0,1. 개별 종목의 주요주주를 못봄. 2. 미장 호가창 매물 위아래로 1개씩 밖에 안보임,"안녕하세요. 우유야 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,5.0,다른건 다 잘쓰고 좋아여 두개만 개선되면 좋을거같은데 1. 포인트 원화 변환시 수수료가 너무비쌈 10프로 현존하는 대기업 은행이나 앱들은 수수료없음 심지어 작은 앱도 많이 뗘먹어도 500원임 2. 타 증권사들은 국내주식도 소수점거래되는곳이 늘어가고있는데 토스는 미국주식만 거래 유지하실건지? 이 두개만 개선되면 나름 만족합니다,"안녕하세요. 쓰레빠 님, 토스팀입니다. 우선 토스증권 서비스 이용에 불편을 드려 대단히 죄송합니다. 다만 남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 토스증권 고객센터 1599-7987 로 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,1.0,링크미션이재대로업뎃이안됨천천히해봣고 매번 업뎃하면뭐함 그만점업뎃하고 하던대로 진행햇으면,"안녕하세요. 송지현 님, 토스팀입니다.남겨주신 내용만으로는 정확한 확인이 어려운 점 양해 말씀 드립니다. 보다 자세한 확인 및 안내를 위해 24시간 운영되는 카카오톡(@toss) 또는 고객센터 1599-4905 로 편하실 때 문의 부탁 드려도 될까요? 일부 안내의 경우 리뷰를 통한 즉각적인 안내가 어려울 수 있는 점 양해 부탁 드립니다. 감사합니다."
2025-10-24,토스,4.0,토스앱 켤때 예전보다 로딩이 길어서 캐시삭제를 해봤는데도 그대로네요 방법이 있나요?,"안녕하세요. 서동민 님, 토스팀입니다. [휴대폰 기기 내 설정 - 애플리케이션 - Google Play스토어 - 저장공간 - 캐시 및 데이터 삭제]. 캐시 및 데이터 삭제 후에도 동일한 상황이시라면 24시간 운영되는 카카오톡(@toss) 또는 고객센터(1599-4905)로 문의 부탁 드립니다. 감사합니다."
2025-10-24,토스,2.0,평소에 토스를 많이 사용하는데 요즘 너어어어어무 느리고 페이지 이동할때 계속 랙걸리고 진짜 너무 불편해요. 업데이트를 하면 할 수록 느려지는건 왜일까요,"안녕하세요. Hyein Kang 님, 토스팀입니다.기기에 캐시 및 데이터가 많아 앱 설치/업데이트가 원활하지 않을 수 있습니다. 다음 방법을 시도해주시면 감사하겠습니다. [휴대폰 기기 내 설정 - 애플리케이션 - Google Play스토어 - 저장공간 - 캐시 및 데이터 삭제]. 캐시 및 데이터 삭제 후에도 설치/업데이트가 진행되지 않는다면 구글 플레이스토어 고객센터로 문의 부탁 드립니다. 토스 서비스 관련하여 자세한 상담이 필요하다면 24시간 운영되는 카카오톡(@toss) 또는 고객센터(1599-4905)로 문의 부탁 드립니다. 감사합니다."
